community,soil_well_location,plate_unique,plate_id,plate_well,rfu
,,plate_3,RFP_1_plate_1_shaking,B7,194.168
,,plate_3,RFP_1_plate_1_shaking,B8,4.016
,,plate_3,RFP_1_plate_1_shaking,B9,3.689
,,plate_3,RFP_1_plate_1_shaking,B10,3.489
,,plate_3,RFP_1_plate_1_shaking,B11,3.521
,,plate_3,RFP_1_plate_1_shaking,B12,3.721
,,plate_3,RFP_1_plate_1_shaking,C1,27.989
,,plate_3,RFP_1_plate_1_shaking,C2,17.473
,,plate_3,RFP_1_plate_1_shaking,C3,7.753
,,plate_3,RFP_1_plate_1_shaking,C4,314.681
,,plate_3,RFP_1_plate_1_shaking,C5,166.017
,,plate_3,RFP_1_plate_1_shaking,C6,135.265
,,plate_3,RFP_1_plate_1_shaking,C7,157.346
,,plate_3,RFP_1_plate_1_shaking,C8,250.592
,,plate_3,RFP_1_plate_1_shaking,C9,3.267
,,plate_3,RFP_1_plate_1_shaking,C10,3.403
,,plate_3,RFP_1_plate_1_shaking,C11,3.537
,,plate_3,RFP_1_plate_1_shaking,C12,3.37
,,plate_3,RFP_1_plate_1_shaking,D1,29.343
,,plate_3,RFP_1_plate_1_shaking,D2,17.769
,,plate_3,RFP_1_plate_1_shaking,D3,9.751
,,plate_3,RFP_1_plate_1_shaking,D4,281.803
,,plate_3,RFP_1_plate_1_shaking,D5,157.647
,,plate_3,RFP_1_plate_1_shaking,D6,186.674
,,plate_3,RFP_1_plate_1_shaking,D7,168.373
,,plate_3,RFP_1_plate_1_shaking,D8,157.232
,,plate_3,RFP_1_plate_1_shaking,D9,75.815
,,plate_3,RFP_1_plate_1_shaking,D10,3.166
,,plate_3,RFP_1_plate_1_shaking,D11,3.424
,,plate_3,RFP_1_plate_1_shaking,D12,3.481
,,plate_3,RFP_1_plate_1_shaking,E1,25.22
,,plate_3,RFP_1_plate_1_shaking,E2,18.15
,,plate_3,RFP_1_plate_1_shaking,E3,9.546
,,plate_3,RFP_1_plate_1_shaking,E4,226.096
,,plate_3,RFP_1_plate_1_shaking,E5,167.355
,,plate_3,RFP_1_plate_1_shaking,E6,182.577
,,plate_3,RFP_1_plate_1_shaking,E7,171.756
,,plate_3,RFP_1_plate_1_shaking,E8,194.49
,,plate_3,RFP_1_plate_1_shaking,E9,48.779
,,plate_3,RFP_1_plate_1_shaking,E10,3.67
,,plate_3,RFP_1_plate_1_shaking,E11,3.003
,,plate_3,RFP_1_plate_1_shaking,E12,3.749
,,plate_3,RFP_1_plate_1_shaking,F1,32.736
,,plate_3,RFP_1_plate_1_shaking,F2,18.241
,,plate_3,RFP_1_plate_1_shaking,F3,8.488
,,plate_3,RFP_1_plate_1_shaking,F4,272.049
,,plate_3,RFP_1_plate_1_shaking,F5,156.605
,,plate_3,RFP_1_plate_1_shaking,F6,179.949
,,plate_3,RFP_1_plate_1_shaking,F7,152.633
,,plate_3,RFP_1_plate_1_shaking,F8,106.017
,,plate_3,RFP_1_plate_1_shaking,F9,3.381
,,plate_3,RFP_1_plate_1_shaking,F10,3.767
,,plate_3,RFP_1_plate_1_shaking,F11,3.448
,,plate_3,RFP_1_plate_1_shaking,F12,3.922
,,plate_3,RFP_1_plate_1_shaking,G1,28.322
,,plate_3,RFP_1_plate_1_shaking,G2,17.437
,,plate_3,RFP_1_plate_1_shaking,G3,12.141
,,plate_3,RFP_1_plate_1_shaking,G4,301.622
,,plate_3,RFP_1_plate_1_shaking,G5,206.589
,,plate_3,RFP_1_plate_1_shaking,G6,254.035
,,plate_3,RFP_1_plate_1_shaking,G7,200.767
,,plate_3,RFP_1_plate_1_shaking,G8,275.895
,,plate_3,RFP_1_plate_1_shaking,G9,4.437
,,plate_3,RFP_1_plate_1_shaking,G10,4.475
,,plate_3,RFP_1_plate_1_shaking,G11,3.438
,,plate_3,RFP_1_plate_1_shaking,G12,3.708
,,plate_3,RFP_1_plate_1_shaking,H1,17.306
,,plate_3,RFP_1_plate_1_shaking,H2,19.923
,,plate_3,RFP_1_plate_1_shaking,H3,9.525
,,plate_3,RFP_1_plate_1_shaking,H4,347.476
,,plate_3,RFP_1_plate_1_shaking,H5,259.763
,,plate_3,RFP_1_plate_1_shaking,H6,281.697
,,plate_3,RFP_1_plate_1_shaking,H7,263.057
,,plate_3,RFP_1_plate_1_shaking,H8,313.054
,,plate_3,RFP_1_plate_1_shaking,H9,80.646
,,plate_3,RFP_1_plate_1_shaking,H10,168.768
,,plate_3,RFP_1_plate_1_shaking,H11,3.421
,,plate_3,RFP_1_plate_1_shaking,H12,3.677
C5,B2,plate_4,RFP_2_plate_1,A1,28.495
,,plate_4,RFP_2_plate_1,A2,24.189
,,plate_4,RFP_2_plate_1,A3,13.142
,,plate_4,RFP_2_plate_1,A4,450.345
,,plate_4,RFP_2_plate_1,A5,330.65
,,plate_4,RFP_2_plate_1,A6,394.36
,,plate_4,RFP_2_plate_1,A7,457.797
,,plate_4,RFP_2_plate_1,A8,3.826
,,plate_4,RFP_2_plate_1,A9,3.494
,,plate_4,RFP_2_plate_1,A10,3.569
,,plate_4,RFP_2_plate_1,A11,3.579
,,plate_4,RFP_2_plate_1,A12,3.458
,,plate_4,RFP_2_plate_1,B1,28.242
,,plate_4,RFP_2_plate_1,B2,24.799
,,plate_4,RFP_2_plate_1,B3,10.892
,,plate_4,RFP_2_plate_1,B4,392.582
,,plate_4,RFP_2_plate_1,B5,258.722
,,plate_4,RFP_2_plate_1,B6,268.901
,,plate_4,RFP_2_plate_1,B7,322.578
,,plate_4,RFP_2_plate_1,B8,4.08
,,plate_4,RFP_2_plate_1,B9,3.52
,,plate_4,RFP_2_plate_1,B10,3.343
,,plate_4,RFP_2_plate_1,B11,3.27
,,plate_4,RFP_2_plate_1,B12,4.245
,,plate_4,RFP_2_plate_1,C1,27.737
,,plate_4,RFP_2_plate_1,C2,20.132
,,plate_4,RFP_2_plate_1,C3,8.822
,,plate_4,RFP_2_plate_1,C4,334.618
,,plate_4,RFP_2_plate_1,C5,241.195
,,plate_4,RFP_2_plate_1,C6,244.15
,,plate_4,RFP_2_plate_1,C7,328.485
,,plate_4,RFP_2_plate_1,C8,3.556
,,plate_4,RFP_2_plate_1,C9,3.126
,,plate_4,RFP_2_plate_1,C10,4.11
,,plate_4,RFP_2_plate_1,C11,3.606
,,plate_4,RFP_2_plate_1,C12,3.853
,,plate_4,RFP_2_plate_1,D1,28.022
,,plate_4,RFP_2_plate_1,D2,17.817
,,plate_4,RFP_2_plate_1,D3,12.278
,,plate_4,RFP_2_plate_1,D4,240.628
,,plate_4,RFP_2_plate_1,D5,200.416
,,plate_4,RFP_2_plate_1,D6,243.629
,,plate_4,RFP_2_plate_1,D7,295.644
,,plate_4,RFP_2_plate_1,D8,53.749
,,plate_4,RFP_2_plate_1,D9,4.443
,,plate_4,RFP_2_plate_1,D10,3.442
,,plate_4,RFP_2_plate_1,D11,3.793
,,plate_4,RFP_2_plate_1,D12,3.905
,,plate_4,RFP_2_plate_1,E1,26.508
,,plate_4,RFP_2_plate_1,E2,24.809
,,plate_4,RFP_2_plate_1,E3,14.548
,,plate_4,RFP_2_plate_1,E4,298.394
,,plate_4,RFP_2_plate_1,E5,235.86
,,plate_4,RFP_2_plate_1,E6,240.687
,,plate_4,RFP_2_plate_1,E7,271.443
,,plate_4,RFP_2_plate_1,E8,379.438
,,plate_4,RFP_2_plate_1,E9,3.306
,,plate_4,RFP_2_plate_1,E10,3.119
,,plate_4,RFP_2_plate_1,E11,3.605
,,plate_4,RFP_2_plate_1,E12,3.78
,,plate_4,RFP_2_plate_1,F1,27.409
,,plate_4,RFP_2_plate_1,F2,19.793
,,plate_4,RFP_2_plate_1,F3,10.122
,,plate_4,RFP_2_plate_1,F4,394.684
,,plate_4,RFP_2_plate_1,F5,226.325
,,plate_4,RFP_2_plate_1,F6,227.563
,,plate_4,RFP_2_plate_1,F7,276.33
,,plate_4,RFP_2_plate_1,F8,173.646
,,plate_4,RFP_2_plate_1,F9,4.02
,,plate_4,RFP_2_plate_1,F10,3.672
,,plate_4,RFP_2_plate_1,F11,3.588
,,plate_4,RFP_2_plate_1,F12,4.328
,,plate_4,RFP_2_plate_1,G1,26.958
,,plate_4,RFP_2_plate_1,G2,24.433
,,plate_4,RFP_2_plate_1,G3,10.179
,,plate_4,RFP_2_plate_1,G4,7.844
,,plate_4,RFP_2_plate_1,G5,273.635
,,plate_4,RFP_2_plate_1,G6,265.961
,,plate_4,RFP_2_plate_1,G7,279.454
,,plate_4,RFP_2_plate_1,G8,348.48
,,plate_4,RFP_2_plate_1,G9,134.507
,,plate_4,RFP_2_plate_1,G10,3.234
,,plate_4,RFP_2_plate_1,G11,3.259
,,plate_4,RFP_2_plate_1,G12,3.688
,,plate_4,RFP_2_plate_1,H1,23.344
,,plate_4,RFP_2_plate_1,H2,27.043
,,plate_4,RFP_2_plate_1,H3,9.57
,,plate_4,RFP_2_plate_1,H4,430.577
,,plate_4,RFP_2_plate_1,H5,374.599
,,plate_4,RFP_2_plate_1,H6,404.508
,,plate_4,RFP_2_plate_1,H7,534.161
,,plate_4,RFP_2_plate_1,H8,3.751
,,plate_4,RFP_2_plate_1,H9,3.084
,,plate_4,RFP_2_plate_1,H10,2.966
,,plate_4,RFP_2_plate_1,H11,2.889
,,plate_4,RFP_2_plate_1,H12,3.334
C5,B3,plate_5,RFP_3_plate_1,A1,19.617
,,plate_5,RFP_3_plate_1,A2,24.966
,,plate_5,RFP_3_plate_1,A3,8.199
,,plate_5,RFP_3_plate_1,A4,378.177
,,plate_5,RFP_3_plate_1,A5,301.623
,,plate_5,RFP_3_plate_1,A6,357.185
,,plate_5,RFP_3_plate_1,A7,481.16
,,plate_5,RFP_3_plate_1,A8,393.019
,,plate_5,RFP_3_plate_1,A9,3.549
,,plate_5,RFP_3_plate_1,A10,3.226
,,plate_5,RFP_3_plate_1,A11,3.735
,,plate_5,RFP_3_plate_1,A12,3.653
,,plate_5,RFP_3_plate_1,B1,24.83
,,plate_5,RFP_3_plate_1,B2,22.865
,,plate_5,RFP_3_plate_1,B3,10.283
,,plate_5,RFP_3_plate_1,B4,262.557
,,plate_5,RFP_3_plate_1,B5,205.798
,,plate_5,RFP_3_plate_1,B6,282.452
,,plate_5,RFP_3_plate_1,B7,319.6
,,plate_5,RFP_3_plate_1,B8,411.746
,,plate_5,RFP_3_plate_1,B9,3.748
,,plate_5,RFP_3_plate_1,B10,3.849
,,plate_5,RFP_3_plate_1,B11,3.536
,,plate_5,RFP_3_plate_1,B12,3.261
,,plate_5,RFP_3_plate_1,C1,28.454
,,plate_5,RFP_3_plate_1,C2,28.28
,,plate_5,RFP_3_plate_1,C3,9.285
,,plate_5,RFP_3_plate_1,C4,286.403
,,plate_5,RFP_3_plate_1,C5,193.004
,,plate_5,RFP_3_plate_1,C6,226.408
,,plate_5,RFP_3_plate_1,C7,352.104
,,plate_5,RFP_3_plate_1,C8,2.987
,,plate_5,RFP_3_plate_1,C9,3.151
,,plate_5,RFP_3_plate_1,C10,3.359
,,plate_5,RFP_3_plate_1,C11,3.794
,,plate_5,RFP_3_plate_1,C12,3.893
,,plate_5,RFP_3_plate_1,D1,26.162
,,plate_5,RFP_3_plate_1,D2,17.995
,,plate_5,RFP_3_plate_1,D3,8.781
,,plate_5,RFP_3_plate_1,D4,239.674
,,plate_5,RFP_3_plate_1,D5,189.075
,,plate_5,RFP_3_plate_1,D6,238.628
,,plate_5,RFP_3_plate_1,D7,295.217
,,plate_5,RFP_3_plate_1,D8,447.252
,,plate_5,RFP_3_plate_1,D9,2.821
,,plate_5,RFP_3_plate_1,D10,3.071
